Date,AXISBANK,ADANIPORTS
2016-10-18,532.45,267.0
2016-10-19,535.55,271.6
2016-10-20,540.05,285.25
2016-10-21,526.1,285.75
2016-10-24,521.55,285.65
2016-10-25,529.1,312.8
2016-10-26,487.55,305.1
2016-10-27,485.65,305.0
2016-10-28,486.9,307.0
2016-10-30,487.7,305.3
2016-11-01,475.8,305.15
2016-11-02,476.8,299.9
2016-11-03,475.85,288.2
2016-11-04,478.7,287.7
2016-11-07,485.4,293.5
2016-11-08,490.85,289.85
2016-11-09,487.55,282.4
2016-11-10,506.95,294.55
2016-11-11,498.75,276.75
2016-11-15,479.3,266.65
2016-11-16,472.7,265.25
2016-11-17,474.1,264.6
2016-11-18,473.45,261.9
2016-11-21,465.7,255.7
2016-11-22,470.75,260.8
2016-11-23,480.5,263.7
2016-11-24,468.2,257.7
2016-11-25,471.2,265.05
2016-11-28,472.9,272.75
2016-11-29,464.65,276.9
2016-11-30,469.85,277.9
2016-12-01,466.05,275.1
2016-12-02,459.95,265.9
2016-12-05,460.75,268.7
2016-12-06,455.95,271.9
2016-12-07,447.1,277.4
2016-12-08,449.35,287.1
2016-12-09,456.4,285.65
2016-12-12,445.1,281.35
2016-12-13,452.95,286.0
2016-12-14,467.2,283.85
2016-12-15,478.1,284.25
2016-12-16,472.8,280.25
2016-12-19,467.6,276.45
2016-12-20,461.65,272.4
2016-12-21,457.7,274.2
2016-12-22,447.55,263.55
2016-12-23,438.1,262.9
2016-12-26,432.0,260.0
2016-12-27,437.65,266.95
2016-12-28,440.05,268.5
2016-12-29,444.25,264.65
2016-12-30,449.95,268.45
2017-01-02,447.75,273.8
2017-01-03,455.25,273.95
2017-01-04,453.1,274.9
2017-01-05,458.05,287.5
2017-01-06,455.2,286.05
2017-01-09,452.75,284.7
2017-01-10,447.35,293.9
2017-01-11,453.6,295.65
2017-01-12,455.2,292.75
2017-01-13,472.8,294.05
2017-01-16,477.25,300.65
2017-01-17,487.2,294.85
2017-01-18,488.5,291.9
2017-01-19,483.8,295.35
2017-01-20,450.75,284.15
2017-01-23,445.0,286.25
2017-01-24,451.25,293.15
2017-01-25,463.55,304.65
2017-01-27,472.85,303.95
2017-01-30,471.9,302.6
2017-01-31,466.0,293.35
2017-02-01,475.65,304.6
2017-02-02,482.55,304.15
2017-02-03,490.7,303.55
2017-02-06,498.3,309.2
2017-02-07,493.4,303.65
2017-02-08,487.6,305.55
2017-02-09,485.25,304.8
2017-02-10,488.9,311.25
2017-02-13,490.3,309.55
2017-02-14,486.9,307.0
2017-02-15,488.2,299.95
2017-02-16,493.15,298.6
2017-02-17,489.1,297.25
2017-02-20,481.05,300.3
2017-02-21,504.35,304.15
2017-02-22,525.3,300.3
2017-02-23,528.15,297.25
2017-02-27,508.95,296.65
2017-02-28,506.65,301.75
2017-03-01,513.4,302.5
2017-03-02,506.3,293.85
2017-03-03,512.9,296.35
2017-03-06,518.65,303.15
2017-03-07,511.8,308.25
2017-03-08,510.15,306.5
2017-03-09,516.4,300.9
2017-03-10,515.9,298.8
2017-03-14,510.9,309.25
2017-03-15,511.7,310.3
2017-03-16,513.65,325.7
2017-03-17,517.15,325.4
2017-03-20,502.85,325.45
2017-03-21,488.3,325.75
2017-03-22,485.45,323.65
2017-03-23,488.25,325.6
2017-03-24,489.35,323.25
2017-03-27,487.15,319.3
2017-03-28,502.8,320.85
2017-03-29,504.2,321.0
2017-03-30,499.25,339.3
2017-03-31,490.8,339.6
2017-04-03,500.6,342.1
2017-04-05,508.3,358.15
2017-04-06,508.7,356.65
2017-04-07,504.2,347.15
2017-04-10,510.75,352.15
2017-04-11,515.05,333.8
2017-04-12,506.0,327.6
2017-04-13,507.55,320.45
2017-04-17,502.35,320.0
2017-04-18,499.65,319.35
2017-04-19,499.5,325.8
2017-04-20,488.0,332.4
2017-04-21,486.25,326.0
2017-04-24,498.65,331.0
2017-04-25,516.4,331.35
2017-04-26,517.15,323.5
2017-04-27,506.6,322.5
2017-04-28,509.65,327.7
2017-05-02,505.55,330.6
2017-05-03,500.85,327.45
2017-05-04,518.85,339.45
2017-05-05,504.5,344.95
2017-05-08,511.2,340.5
2017-05-09,518.2,347.5
2017-05-10,526.35,351.9
2017-05-11,516.9,360.05
2017-05-12,503.0,357.95
2017-05-15,500.1,356.2
2017-05-16,501.5,354.5
2017-05-17,502.8,348.55
2017-05-18,492.0,347.9
2017-05-19,501.7,349.45
2017-05-22,502.3,354.45
2017-05-23,500.6,331.65
2017-05-24,499.3,339.65
2017-05-25,507.45,340.75
2017-05-26,511.45,348.0
2017-05-29,507.25,327.8
2017-05-30,514.4,340.35
2017-05-31,514.05,339.0
2017-06-01,509.3,349.2
2017-06-02,508.05,357.9
2017-06-05,513.65,361.05
2017-06-06,510.2,361.45
2017-06-07,514.2,359.1
2017-06-08,515.75,359.15
2017-06-09,513.65,359.85
2017-06-12,507.5,356.85
2017-06-13,506.45,359.4
2017-06-14,509.5,359.5
2017-06-15,507.6,360.0
2017-06-16,510.45,363.15
2017-06-19,520.15,373.8
2017-06-20,511.85,375.65
2017-06-21,507.75,369.95
2017-06-22,508.0,369.45
2017-06-23,504.65,365.45
2017-06-27,492.85,367.7
2017-06-28,492.0,364.5
2017-06-29,512.1,364.5
2017-06-30,517.35,363.05
2017-07-03,517.25,368.0
2017-07-04,508.4,371.7
2017-07-05,513.9,372.9
2017-07-06,509.5,373.05
2017-07-07,503.15,371.6
2017-07-10,509.95,374.95
2017-07-11,506.8,372.7
2017-07-12,506.75,373.85
2017-07-13,511.9,375.95
2017-07-14,512.95,375.6
2017-07-17,510.5,381.25
2017-07-18,516.55,381.9
2017-07-19,520.2,381.05
2017-07-20,540.0,380.0
2017-07-21,540.8,381.9
2017-07-24,534.8,388.45
2017-07-25,544.95,390.75
2017-07-26,528.85,393.05
2017-07-27,524.65,392.5
2017-07-28,515.1,395.75
2017-07-31,519.8,395.9
2017-08-01,516.55,404.0
2017-08-02,516.9,411.25
2017-08-03,506.0,407.35
2017-08-04,508.1,406.65
2017-08-07,505.8,414.25
2017-08-08,499.45,414.8
2017-08-09,486.95,397.25
2017-08-10,485.5,385.65
2017-08-11,489.7,382.75
2017-08-14,491.75,396.2
2017-08-16,499.5,397.55
2017-08-17,497.15,389.3
2017-08-18,490.4,386.2
2017-08-21,494.8,375.95
2017-08-22,499.2,375.65
2017-08-23,502.65,385.0
2017-08-24,506.85,380.05
2017-08-28,510.6,387.5
2017-08-29,503.6,383.3
2017-08-30,503.9,389.75
2017-08-31,500.35,392.95
2017-09-01,507.55,394.9
2017-09-04,501.75,384.85
2017-09-05,503.4,390.3
2017-09-06,492.85,385.05
2017-09-07,496.6,387.7
2017-09-08,494.0,385.9
2017-09-11,493.9,385.35
2017-09-12,496.5,389.05
2017-09-13,499.3,390.0
2017-09-14,519.75,403.1
2017-09-15,516.15,405.15
2017-09-18,524.55,404.7
2017-09-19,520.75,406.9
2017-09-20,519.45,409.7
2017-09-21,512.55,410.2
2017-09-22,505.3,401.2
2017-09-25,501.7,388.65
2017-09-26,511.95,390.55
2017-09-27,506.3,372.55
2017-09-28,511.8,372.05
2017-09-29,509.15,376.75
2017-10-03,509.65,383.7
2017-10-04,505.95,387.65
2017-10-05,501.2,385.9
2017-10-06,503.35,389.25
2017-10-09,505.95,393.7
2017-10-10,514.55,396.85
2017-10-11,515.75,396.95
2017-10-12,525.1,403.7
2017-10-13,529.45,408.2
2017-10-16,520.35,406.8
2017-10-17,513.15,406.85
2017-10-18,464.5,406.9
2017-10-19,460.3,401.4
2017-10-23,449.95,407.05
2017-10-24,451.95,406.2
2017-10-25,473.0,415.45
2017-10-26,484.3,414.3
2017-10-27,485.95,432.05
2017-10-30,484.0,429.8
2017-10-31,523.15,430.35
2017-11-01,535.1,433.1
2017-11-02,532.15,437.25
2017-11-03,540.1,434.85
2017-11-06,534.5,437.55
2017-11-07,527.15,431.55
2017-11-08,544.85,429.7
2017-11-09,540.4,433.4
2017-11-10,544.8,432.05
2017-11-13,537.35,413.35
2017-11-14,545.65,410.75
2017-11-15,542.0,407.1
2017-11-16,542.6,397.2
2017-11-17,542.4,400.95
2017-11-20,545.15,398.6
2017-11-21,546.8,400.8
2017-11-22,540.5,414.5
2017-11-23,544.15,407.1
2017-11-24,545.5,404.6
2017-11-27,559.4,399.5
2017-11-28,562.55,396.95
2017-11-29,549.5,403.45
2017-11-30,535.4,398.0
2017-12-01,533.85,386.75
2017-12-04,534.95,388.15
2017-12-05,533.15,388.85
2017-12-06,530.5,385.75
2017-12-07,534.05,389.7
2017-12-08,542.5,393.4
2017-12-11,545.1,391.75
2017-12-12,538.6,402.5
2017-12-13,535.75,394.0
2017-12-14,541.45,395.1
2017-12-15,547.95,401.35
2017-12-18,548.65,404.6
2017-12-19,553.65,405.8
2017-12-20,554.5,404.4
2017-12-21,548.95,402.3
2017-12-22,553.6,402.15
2017-12-26,555.0,404.55
2017-12-27,554.6,404.2
2017-12-28,546.85,398.7
2017-12-29,563.95,405.65
2018-01-01,565.5,399.65
2018-01-02,559.5,397.4
2018-01-03,560.45,407.65
2018-01-04,559.9,409.85
2018-01-05,563.25,423.8
2018-01-08,565.45,422.9
2018-01-09,565.3,421.1
2018-01-10,562.8,423.45
2018-01-11,558.75,425.5
2018-01-12,555.1,423.3
2018-01-15,560.55,420.6
2018-01-16,563.2,423.55
2018-01-17,585.2,433.4
2018-01-18,584.8,416.25
2018-01-19,590.25,433.45
2018-01-22,611.55,438.05
2018-01-23,620.1,438.4
2018-01-24,607.95,448.75
2018-01-25,616.1,436.5
2018-01-29,605.55,436.65
2018-01-30,593.75,428.25
2018-01-31,593.6,428.85
2018-02-01,592.8,428.75
2018-02-02,564.9,417.95
2018-02-05,566.25,408.2
2018-02-06,563.7,404.8
2018-02-07,559.35,407.0
2018-02-08,568.45,405.1
2018-02-09,557.55,399.0
2018-02-12,564.2,403.35
2018-02-14,543.9,413.0
2018-02-15,543.7,411.7
2018-02-16,537.85,405.45
2018-02-19,540.55,393.85
2018-02-20,531.7,394.9
2018-02-21,535.8,395.6
2018-02-22,530.25,404.0
2018-02-23,536.65,406.5
2018-02-26,552.3,415.05
2018-02-27,538.4,410.45
2018-02-28,528.75,408.35
2018-03-01,525.75,406.1
2018-03-05,524.55,403.95
2018-03-06,517.35,405.25
2018-03-07,512.65,376.95
2018-03-08,520.55,387.95
2018-03-09,505.35,377.9
2018-03-12,519.2,386.6
2018-03-13,531.5,385.2
2018-03-14,536.15,382.1
2018-03-15,529.65,382.15
2018-03-16,522.6,370.5
2018-03-19,519.45,364.3
2018-03-20,521.1,370.0
2018-03-21,526.3,363.7
2018-03-22,518.2,358.25
2018-03-23,499.5,362.4
2018-03-26,507.3,365.15
2018-03-27,512.2,365.5
2018-03-28,510.5,354.1
2018-04-02,499.05,369.7
2018-04-03,501.55,366.4
2018-04-04,492.25,367.8
2018-04-05,503.1,375.95
2018-04-06,500.2,379.3
2018-04-09,519.3,377.35
2018-04-10,546.15,387.25
2018-04-11,539.8,377.9
2018-04-12,548.75,372.35
2018-04-13,542.55,383.1
2018-04-16,542.4,387.5
2018-04-17,532.4,383.4
2018-04-18,518.25,384.95
2018-04-19,512.9,386.55
2018-04-20,505.7,381.15
2018-04-23,506.2,386.35
2018-04-24,504.85,392.25
2018-04-25,498.4,391.9
2018-04-26,493.75,397.1
2018-04-27,539.2,402.45
2018-04-30,517.3,407.3
2018-05-02,523.75,401.1
2018-05-03,533.4,397.0
2018-05-04,520.3,408.25
2018-05-07,536.1,412.4
2018-05-08,542.25,412.8
2018-05-09,548.5,413.35
2018-05-10,547.65,410.8
2018-05-11,553.3,412.7
2018-05-14,551.9,409.95
2018-05-15,549.7,409.15
2018-05-16,550.0,403.1
2018-05-17,539.45,397.9
2018-05-18,532.9,389.5
2018-05-21,526.85,383.7
2018-05-22,523.3,379.75
2018-05-23,520.25,374.25
2018-05-24,534.45,371.25
2018-05-25,538.5,379.9
2018-05-28,546.15,378.9
2018-05-29,547.75,377.85
2018-05-30,541.65,374.4
2018-05-31,545.9,392.15
2018-06-01,536.65,387.6
2018-06-04,537.05,378.55
2018-06-05,530.9,373.6
2018-06-06,531.4,375.8
2018-06-07,542.4,380.05
2018-06-08,537.4,380.5
2018-06-11,539.95,382.3
2018-06-12,537.15,388.9
2018-06-13,540.65,382.85
2018-06-14,532.0,374.45
2018-06-15,528.75,372.95
2018-06-18,522.55,370.55
2018-06-19,517.2,362.45
2018-06-20,519.1,365.65
2018-06-21,513.05,366.9
2018-06-22,525.65,365.8
2018-06-25,515.2,361.15
2018-06-26,514.2,362.9
2018-06-27,507.85,361.1
2018-06-28,504.6,361.8
2018-06-29,510.8,373.15
2018-07-02,512.25,362.8
2018-07-03,511.55,362.75
2018-07-04,514.75,359.95
2018-07-05,511.0,361.9
2018-07-06,513.7,365.75
2018-07-09,525.25,366.95
2018-07-10,532.55,370.45
2018-07-11,536.55,373.5
2018-07-12,538.35,369.35
2018-07-13,523.0,370.4
2018-07-16,522.1,360.05
2018-07-17,537.9,366.7
2018-07-18,526.55,364.05
2018-07-19,526.8,369.6
2018-07-20,533.7,370.05
2018-07-23,540.35,383.75
2018-07-24,546.1,392.6
2018-07-25,532.25,398.75
2018-07-26,541.65,399.3
2018-07-27,553.25,394.65
2018-07-30,569.65,390.8
2018-07-31,550.4,399.75
2018-08-01,545.15,399.0
2018-08-02,547.25,399.15
2018-08-03,574.75,399.55
2018-08-06,596.8,397.35
2018-08-07,593.05,372.3
2018-08-08,596.3,374.6
2018-08-09,621.05,378.0
2018-08-10,615.5,379.3
2018-08-13,604.9,377.15
2018-08-14,618.05,373.15
2018-08-16,623.45,370.3
2018-08-17,627.3,374.1
2018-08-20,624.4,378.25
2018-08-21,635.75,377.95
2018-08-23,631.75,384.5
2018-08-24,639.9,376.75
2018-08-27,650.2,378.65
2018-08-28,660.05,386.95
2018-08-29,656.9,385.9
2018-08-30,649.75,383.75
2018-08-31,649.25,383.15
2018-09-03,631.8,384.45
2018-09-04,641.8,373.75
2018-09-05,637.65,379.2
2018-09-06,638.2,384.8
2018-09-07,645.55,377.45
2018-09-10,651.75,371.95
2018-09-11,650.15,364.65
2018-09-12,635.45,376.05
2018-09-14,636.4,380.1
2018-09-17,625.95,380.8
2018-09-18,608.6,379.55
2018-09-19,608.8,372.4
2018-09-21,599.2,361.75
2018-09-24,597.35,345.85
2018-09-25,614.35,337.95
2018-09-26,617.45,338.55
2018-09-27,600.15,335.25
2018-09-28,613.25,328.9
2018-10-01,593.45,330.35
2018-10-03,572.25,329.75
2018-10-04,586.25,317.05
2018-10-05,568.5,301.8
2018-10-08,556.55,304.35
2018-10-09,552.85,318.75
2018-10-10,589.2,327.1
2018-10-11,580.85,313.5
2018-10-12,584.9,323.15
2018-10-15,576.55,321.25
2018-10-16,588.85,333.35
2018-10-17,576.05,313.9
2018-10-19,562.55,315.35
2018-10-22,562.05,315.4
2018-10-23,562.75,319.0
2018-10-24,564.1,314.15
2018-10-25,561.05,305.6
2018-10-26,537.7,304.1
2018-10-29,566.7,326.4
2018-10-30,562.7,322.6
2018-10-31,582.4,318.85
2018-11-01,602.15,318.3
2018-11-02,610.65,333.6
2018-11-05,624.4,329.55
2018-11-06,607.45,325.6
2018-11-07,606.85,326.2
2018-11-09,613.2,337.6
2018-11-12,606.55,328.65
2018-11-13,618.3,334.1
2018-11-14,612.7,332.0
2018-11-15,626.1,346.2
2018-11-16,619.8,347.45
2018-11-19,616.3,350.55
2018-11-20,612.65,355.25
2018-11-21,626.85,361.25
2018-11-22,614.55,368.15
2018-11-26,631.05,369.05
2018-11-27,625.25,369.05
2018-11-28,627.95,365.4
2018-11-29,631.4,369.8
2018-11-30,625.75,365.65
2018-12-03,624.8,375.65
2018-12-04,623.25,373.8
2018-12-05,614.95,374.75
2018-12-06,600.05,363.95
2018-12-07,603.95,373.45
2018-12-10,590.3,359.15
2018-12-11,604.25,355.75
2018-12-12,619.95,374.45
2018-12-13,619.1,371.05
2018-12-14,620.25,368.6
2018-12-17,617.15,371.4
2018-12-18,619.4,372.9
2018-12-19,641.65,375.85
2018-12-20,632.95,375.15
2018-12-21,620.85,361.1
2018-12-24,615.0,361.1
2018-12-26,619.5,376.55
2018-12-27,617.55,384.0
2018-12-28,625.05,387.4
2018-12-31,619.9,387.7
2019-01-01,627.3,389.0
2019-01-02,620.05,381.3
2019-01-03,607.95,378.1
2019-01-04,619.6,382.15
2019-01-07,637.45,381.65
2019-01-08,650.9,378.75
2019-01-09,670.1,377.3
2019-01-10,663.25,380.25
2019-01-11,666.5,377.15
2019-01-14,659.2,374.45
2019-01-15,660.6,385.15
2019-01-16,664.0,389.3
2019-01-17,676.65,394.5
2019-01-18,664.6,399.3
2019-01-21,660.3,396.2
2019-01-22,661.6,390.6
2019-01-23,661.6,385.2
2019-01-24,663.65,380.95
2019-01-25,669.75,373.85
2019-01-28,656.3,326.1
2019-01-29,660.75,349.25
2019-01-30,690.95,338.15
2019-01-31,722.7,338.65
2019-02-01,717.25,338.45
2019-02-04,720.5,335.65
2019-02-05,729.5,339.8
2019-02-06,725.75,330.35
2019-02-07,730.15,332.35
2019-02-08,719.4,331.5
2019-02-11,710.85,328.8
2019-02-12,705.6,326.8
2019-02-13,697.5,341.65
2019-02-14,695.0,349.1
2019-02-15,686.6,350.15
2019-02-18,693.3,347.3
2019-02-19,693.05,339.55
2019-02-20,700.35,354.75
2019-02-21,697.2,355.75
2019-02-22,702.05,354.3
2019-02-25,703.7,324.55
2019-02-26,710.15,323.5
2019-02-27,718.2,325.25
2019-02-28,709.55,325.85
2019-03-01,702.4,333.2
2019-03-05,732.05,339.25
2019-03-06,720.6,337.05
2019-03-07,733.75,340.9
2019-03-08,733.4,342.15
2019-03-11,734.5,351.3
2019-03-12,742.55,361.05
2019-03-13,738.0,367.15
2019-03-14,740.6,366.0
2019-03-15,735.1,367.1
2019-03-18,751.6,369.0
2019-03-19,760.9,365.75
2019-03-20,755.75,360.6
2019-03-22,757.05,360.75
2019-03-25,745.7,361.35
2019-03-26,757.1,368.6
2019-03-27,759.3,366.3
2019-03-28,780.7,381.3
2019-03-29,777.25,378.15
2019-04-01,765.6,383.05
2019-04-02,767.4,379.7
2019-04-03,761.5,382.0
2019-04-04,762.15,380.2
2019-04-05,762.2,387.15
2019-04-08,754.6,379.9
2019-04-09,763.4,380.7
2019-04-10,760.85,383.45
2019-04-11,752.3,379.45
2019-04-12,764.35,385.65
2019-04-15,762.85,387.05
2019-04-16,771.1,395.65
2019-04-18,771.2,390.55
2019-04-22,755.5,391.05
2019-04-23,753.25,390.9
2019-04-24,752.85,391.75
2019-04-25,740.9,389.25
2019-04-26,759.9,391.75
2019-04-30,766.85,392.8
2019-05-02,752.35,395.3
2019-05-03,757.3,387.25
2019-05-06,747.45,379.8
2019-05-07,741.85,371.9
2019-05-08,735.5,369.8
2019-05-09,731.0,363.9
2019-05-10,735.05,372.55
2019-05-13,732.1,364.75
2019-05-14,731.35,370.55
2019-05-15,721.95,360.15
2019-05-16,731.85,371.5
2019-05-17,748.95,367.1
2019-05-20,782.4,400.1
2019-05-21,772.95,387.6
2019-05-22,779.15,385.95
2019-05-23,776.4,407.55
2019-05-24,793.2,410.25
2019-05-27,813.9,412.4
2019-05-28,808.4,412.65
2019-05-29,804.7,406.55
2019-05-30,807.55,409.3
2019-05-31,808.3,416.4
2019-06-03,812.65,424.75
2019-06-04,822.8,425.55
2019-06-06,807.7,426.3
2019-06-07,804.0,425.2
2019-06-10,814.15,425.75
2019-06-11,814.8,426.3
2019-06-12,813.55,424.95
2019-06-13,820.15,424.95
2019-06-14,801.2,426.4
2019-06-17,777.7,422.85
2019-06-18,775.75,421.4
2019-06-19,770.7,407.7
2019-06-20,771.4,401.2
2019-06-21,771.05,402.0
2019-06-24,762.85,406.0
2019-06-25,781.65,405.65
2019-06-26,788.6,414.95
2019-06-27,800.45,406.5
2019-06-28,808.55,410.2
2019-07-01,810.45,413.25
2019-07-02,802.6,414.05
2019-07-03,806.2,414.9
2019-07-04,808.85,414.9
2019-07-05,806.1,402.45
2019-07-08,782.9,397.8
2019-07-09,786.2,405.0
2019-07-10,769.25,405.0
2019-07-11,766.4,412.9
2019-07-12,755.8,415.3
2019-07-15,749.75,409.1
2019-07-16,761.05,417.75
2019-07-17,752.6,417.05
2019-07-18,740.4,412.4
2019-07-19,729.25,405.5
2019-07-22,727.45,407.2
2019-07-23,728.0,399.75
2019-07-24,712.3,380.8
2019-07-25,723.15,380.35
2019-07-26,729.85,381.65
2019-07-29,720.25,373.85
2019-07-30,707.6,373.45
2019-07-31,674.1,377.55
2019-08-01,669.3,371.1
2019-08-02,673.85,375.45
2019-08-05,662.45,367.85
2019-08-06,679.0,376.95
2019-08-07,659.95,372.25
2019-08-08,660.1,373.95
2019-08-09,660.8,376.6
2019-08-13,649.45,360.55
2019-08-14,663.2,358.85
2019-08-16,675.65,357.35
2019-08-19,685.0,357.4
2019-08-20,672.35,354.95
2019-08-21,664.7,350.7
2019-08-22,661.15,345.05
2019-08-23,663.9,349.35
2019-08-26,683.7,368.2
2019-08-27,682.95,372.05
2019-08-28,678.2,365.95
2019-08-29,661.15,366.2
2019-08-30,663.9,365.7
2019-09-03,645.7,361.3
2019-09-04,647.3,364.35
2019-09-05,649.6,366.55
2019-09-06,671.1,365.75
2019-09-09,671.55,369.55
2019-09-11,681.7,373.35
2019-09-12,662.9,372.45
2019-09-13,674.25,374.2
2019-09-16,670.9,370.6
2019-09-17,640.45,365.3
2019-09-18,648.4,366.35
2019-09-19,638.2,361.9
2019-09-20,680.35,380.7
2019-09-23,725.5,410.95
2019-09-24,704.4,413.85
2019-09-25,694.95,414.8
2019-09-26,699.9,419.15
2019-09-27,700.6,408.6
2019-09-30,685.0,413.95
2019-10-01,679.15,404.05
2019-10-03,668.4,403.9
2019-10-04,656.4,394.6
2019-10-07,673.45,395.25
2019-10-09,686.3,400.45
2019-10-10,672.95,399.9
2019-10-11,672.7,409.05
2019-10-14,683.5,407.45
2019-10-15,690.05,413.75
2019-10-16,693.4,410.0
2019-10-17,710.3,409.15
2019-10-18,709.55,421.7
2019-10-22,712.75,420.75
2019-10-23,714.85,396.1
2019-10-24,707.7,399.15
2019-10-25,708.6,398.95
2019-10-27,710.1,399.8
2019-10-29,738.45,398.95
2019-10-30,747.4,398.1
2019-10-31,736.35,395.8
2019-11-01,748.3,389.75
2019-11-04,742.6,391.0
2019-11-05,738.05,390.0
2019-11-06,747.25,391.0
2019-11-07,734.75,390.45
2019-11-08,725.5,386.15
2019-11-11,733.7,387.9
2019-11-13,711.2,370.8
2019-11-14,715.9,369.1
2019-11-15,716.9,366.3
2019-11-18,722.95,365.65
2019-11-19,747.8,364.05
2019-11-20,748.75,366.7
2019-11-21,737.4,372.1
2019-11-22,732.1,371.45
2019-11-25,754.75,374.7
2019-11-26,752.25,370.4
2019-11-27,752.9,372.95
2019-11-28,750.6,372.6
2019-11-29,739.05,382.05
2019-12-02,744.3,377.75
2019-12-03,733.4,361.95
2019-12-04,739.85,367.85
2019-12-05,729.25,368.4
2019-12-06,717.6,366.15
2019-12-09,732.0,373.6
2019-12-10,715.7,366.9
2019-12-11,716.55,369.7
2019-12-12,722.1,372.5
2019-12-13,752.0,376.95
2019-12-16,747.25,368.35
2019-12-17,745.65,371.25
2019-12-18,741.85,374.5
2019-12-19,742.55,369.65
2019-12-20,739.85,372.3
2019-12-23,743.15,366.9
2019-12-24,740.65,368.6
2019-12-26,736.5,363.65
2019-12-27,760.15,363.7
2019-12-30,754.1,365.95
2019-12-31,754.1,366.0
2020-01-01,748.7,377.65
2020-01-02,756.95,383.15
2020-01-03,742.95,382.5
2020-01-06,723.25,380.2
2020-01-07,725.75,384.8
2020-01-08,724.5,385.65
2020-01-09,742.85,391.8
2020-01-10,740.05,392.05
2020-01-13,737.4,390.35
2020-01-14,747.9,389.2
2020-01-15,746.3,390.8
2020-01-16,737.3,390.95
2020-01-17,739.9,387.6
2020-01-20,727.2,380.05
2020-01-21,717.6,379.95
2020-01-22,712.6,383.6
2020-01-23,723.0,385.85
2020-01-24,737.4,384.75
2020-01-27,740.25,381.25
2020-01-28,737.15,372.95
2020-01-29,735.25,383.35
2020-01-30,730.9,378.0
2020-01-31,729.3,369.4
2020-02-01,705.45,362.3
2020-02-03,708.95,367.35
2020-02-04,715.0,372.5
2020-02-05,724.05,366.6
2020-02-06,736.95,370.2
2020-02-07,748.15,369.55
2020-02-10,741.1,368.25
2020-02-11,749.95,374.2
2020-02-12,755.25,374.1
2020-02-13,747.8,369.1
2020-02-14,736.5,366.85
2020-02-17,738.4,362.8
2020-02-18,733.65,366.6
2020-02-19,741.05,371.3
2020-02-20,744.3,370.85
2020-02-24,725.45,362.25
2020-02-25,728.75,358.4
2020-02-26,729.4,358.4
2020-02-27,735.85,353.7
2020-02-28,697.3,342.2
2020-03-02,684.2,340.65
2020-03-03,687.15,347.3
2020-03-04,682.2,345.95
2020-03-05,677.9,349.15
2020-03-06,657.65,341.4
2020-03-09,623.55,321.9
2020-03-11,619.35,320.2
2020-03-12,543.25,287.65
2020-03-13,568.8,292.75
2020-03-16,508.6,261.4
2020-03-17,488.35,267.15
2020-03-18,473.45,260.4
2020-03-19,428.25,258.35
2020-03-20,428.15,256.4
2020-03-23,308.65,207.8
2020-03-24,303.15,231.75
2020-03-25,326.8,255.6
2020-03-26,341.4,248.2
2020-03-27,359.75,251.3
2020-03-30,368.15,251.65
2020-03-31,379.0,251.3
2020-04-01,358.65,244.8
2020-04-03,325.45,244.8
2020-04-07,388.85,248.1
2020-04-08,391.35,250.85
2020-04-09,420.15,251.9
2020-04-13,418.95,262.85
2020-04-15,417.3,268.9
2020-04-16,422.55,267.6
2020-04-17,478.8,268.15
2020-04-20,455.95,270.5
2020-04-21,420.65,265.2
2020-04-22,431.15,271.9
2020-04-23,430.05,277.6
2020-04-24,403.95,270.65
2020-04-27,427.3,271.15
2020-04-28,455.45,272.95
2020-04-29,439.1,287.65
2020-04-30,444.9,290.1
2020-05-04,402.8,266.35
2020-05-05,389.0,263.1
2020-05-06,388.85,270.15
2020-05-07,397.35,282.4
2020-05-08,382.05,285.05
2020-05-11,379.55,289.7
2020-05-12,386.85,291.5
2020-05-13,414.0,309.35
2020-05-14,401.95,308.4
2020-05-15,388.55,309.25
2020-05-18,358.8,293.3
2020-05-19,354.5,319.2
2020-05-20,362.5,323.75
2020-05-21,357.2,317.15
2020-05-22,336.95,310.6
2020-05-26,341.3,315.6
2020-05-27,387.0,326.65
2020-05-28,390.95,331.8
2020-05-29,384.95,323.8
2020-06-01,396.95,329.35
2020-06-02,410.1,339.95
2020-06-03,409.55,339.55
2020-06-04,394.35,339.2
2020-06-05,405.3,341.15
2020-06-08,430.25,343.3
2020-06-09,420.05,346.05
2020-06-10,427.45,346.55
2020-06-11,413.45,338.65
2020-06-12,408.0,345.3
2020-06-15,389.6,339.75
2020-06-16,381.55,340.8
2020-06-17,389.6,341.3
2020-06-18,405.4,343.8
2020-06-19,417.05,348.9
2020-06-22,430.15,349.6
2020-06-23,443.65,355.65
2020-06-24,424.65,351.85
2020-06-25,421.7,344.0
2020-06-26,424.85,343.2
2020-06-29,404.8,342.65
2020-06-30,406.65,343.9
2020-07-01,433.25,343.8
2020-07-02,423.2,346.8
2020-07-03,428.45,360.4
2020-07-06,434.0,359.45
2020-07-07,447.35,345.95
2020-07-08,444.15,340.6
2020-07-09,453.75,343.15
2020-07-10,439.6,334.95
2020-07-13,440.05,332.2
2020-07-14,417.7,320.4
2020-07-15,426.65,315.15
2020-07-16,434.0,311.2
2020-07-17,433.1,313.0
2020-07-20,434.0,317.3
2020-07-21,446.2,314.7
2020-07-22,478.95,312.0
2020-07-23,460.85,313.9
